job_title,company,location,category,contract_type,created_date,avg_salary,description,skills,skills_count,salary_available
GCP Data Enginner,HCLTech,"Bangalore, Karnataka",IT Jobs,,2025-12-10 16:47:24+00:00,,"We are looking for GCP Data Engineer for HCL Tech Key skills : SQL, Python, Google Cloud, BigQuery, Dataflow (Apache Beam), Cloud Composer (Apache Airflow), Cloud Data Fusion, * SQL, DBT , Nice to have * SQL Server/SSIS Exp - 10 Years (Relevant 8 years in lead) Location : Bangalore/Hyderabad/Chennai/Pune JD: Proven expertise in Google Cloud Platform (GCP) with significant hands-on experience in BigQuery. Demonstrable project management skills with a solid track record of developing and executin…","python, sql",2,0
Senior Data Scientist,Recro,"Bangalore, Karnataka",IT Jobs,,2025-12-19 08:54:23+00:00,,"Job Description We are looking for a Senior Data Scientist – MMM to join our growing team. In this role, you will lead and contribute to Marketing Mix Modeling (MMM) and advanced analytics engagements. You will work closely with business stakeholders, translate business challenges into analytical problems, build statistical and machine learning models, and deliver actionable insights to optimize marketing investments and ROI. Key Responsibilities • Lead end-to-end development of Marketing Mix M…",machine learning,1,0
Backend Engineer — Data,Branch International,India,IT Jobs,contract,2025-10-15 17:17:20+00:00,,"Branch Overview Imagine a world where every person has improved access to financial services. People could start new businesses, pay for their children’s education, cover their emergency medical bills – the possibilities to improve life are endless. Branch is a global technology company revolutionizing financial access for millions of underserved banking customers today across Africa and India. By leveraging the rapid adoption of smartphones, machine learning and other technology, Branch is pio…",machine learning,1,0
Data Engineer II,ADM,"Bangalore, Karnataka",IT Jobs,,2025-11-13 10:54:12+00:00,,"Job Title: Data Engineer II Job Summary: We are seeking a highly skilled and motivated Data Engineer II - AI/ML to join our innovative team, with a focus on OpenAI technologies, Azure AI services, and cutting-edge LLM and RAG architectures. The ideal candidate will possess deep technical expertise in large language models, hands-on experience with Azure's AI ecosystem, and a strong background in Python-based machine learning, CI/CD pipelines, and version control workflows. This role is pivotal …","python, machine learning",2,0
Data Support Specialist,Mareana,"Bangalore, Karnataka",IT Jobs,,2025-12-09 09:01:44+00:00,,"Data Support Specialist Bangalore / Full-Time Job Description At Mareana, we build Enterprise-Scale AI/ML-powered products for Manufacturing, Sustainability and Supply Chain. We are looking for a highly skilled Lead Support Engineer to oversee day-to-day application support operations and lead the support team in ensuring system reliability, efficiency, and SLA compliance. The ideal candidate should prosses strong technical expertise in Python, Databases, DevOps tools, Jira, Log analysis, Sanit…",python,1,0
GCP Data Engineer,Tata Consultancy Services,"Bangalore, Karnataka",IT Jobs,,2025-12-15 12:25:55+00:00,,"TCS is conducting Virtual drive for GCP Data Engineer Role: GCP Data Engineer Location: Bangalore, Pune, Hyderabad, Chennai, Gurugram Experience Range: 5 to 12 yrs Notice Period: 0 to 60 days Date of Interview: 18th Dec, 25 Time of Interview: 11 am to 2 pm Mode of Interview: Virtual Mode (Teams or Webex) Key skill set: BigQuery, Cloud Pub/Sub, Python, DataProc Should have worked on Google cloud services extensively Experience designing highly available and scalable systems Familiar with Google …",python,1,0
Manager Data Analyst,Dentsu India,India,"PR, Advertising & Marketing Jobs",,2025-12-19 08:57:39+00:00,,"Awarded the Oscars of the advertising world, The Cannes Global Agency of the Year 2022 (a first for India!) Dentsu international comprises of six leadership brands - Carat, dentsu X, iProspect, Isobar, dentsuMB and Merkle, each supported by its specialist divisions and scaled services. With best-in-class services and solutions in Media, Customer Experience Management (CXM), and Creative, dentsu international operates in over 145 markets worldwide with more than 66,000 dedicated talented employe…",,0,0
Senior Data Scientist,ORMAE,India,IT Jobs,,2025-12-18 08:43:23+00:00,,"About Us We are a fast-growing consulting firm specializing in Data Science, Optimization, and GenAI solutions across industries. We are now looking for a hands-on Senior Data Scientist with 5 years of experience who can lead projects end-to-end — from data exploration to scalable deployment — with strong expertise in forecasting, large-scale analytics, and adaptive learning systems. Key Responsibilities Design and implement advanced forecasting models (statistical, ML, DL) for large-scale data…",,0,0
Data Science Manager,CommerceIQ,"Bangalore, Karnataka",IT Jobs,,2025-11-30 09:48:24+00:00,,"Requirements Strong background in machine learning, deep learning, and NLP, with proven experience in training and fine-tuning large-scale models (LLMs, transformers, diffusion models, etc. ). Hands-on expertise with Parameter-Efficient Fine-Tuning (PEFT) approaches such as LoRA, prefix tuning, adapters, and quantization-aware training. Proficiency in PyTorch, TensorFlow, Hugging Face ecosystem, and good to have distributed training frameworks (e. g., DeepSpeed, PyTorch Lightning, Ray). Basic u…","machine learning, deep learning, tensorflow, pytorch",4,0
Data Science Intern,Nuvama Group,"Mumbai, Maharashtra",IT Jobs,contract,2025-11-30 09:46:19+00:00,,"Primary Responsibilities Assist in developing AI-powered applications using React, TypeScript, Python, and FastAPI under mentorship Contribute to LLM feature development and explore agentic AI frameworks with guidance Create proof-of-concepts and prototypes for new AI solution ideas Participate in stakeholder meetings and help translate business requirements into technical approaches Support testing, debugging, and optimization of existing AI applications Document learning progress and contribu…",python,1,0
Azure Data Engineer,Tata Consultancy Services,"Hyderabad, Telangana",IT Jobs,,2025-12-18 08:42:05+00:00,,"Job description: Job Title: Azure Data engineer Location: Chennai / Hyderabad / Pune / Bangalore Experience Range: 6-10 yrs Technical stack: Azure databricks, Pyspark, ADF",,0,0
Senior Data Engineer,Mastek,"Chennai, Tamil Nadu",IT Jobs,,2025-12-18 02:35:34+00:00,,"We are looking for a Senior Data Engineer with good exposure to Cloud Services in AWS(IAM, RDS, Lambda, DMS) along with Snowflake/Postgresql, ETL and Streaming Services like Kafka.",sql,1,0
Data Communications Engineer,Rakuten Symphony,India,IT Jobs,,2025-11-26 09:47:27+00:00,,"Rakuten Symphony is reimagining telecom, changing supply chain norms and disrupting outmoded thinking that threatens the industry’s pursuit of rapid innovation and growth. Based on proven modern infrastructure practices, its open interface platforms make it possible to launch and operate advanced mobile services in a fraction of the time and cost of conventional approaches, with no compromise to network quality or security. Rakuten Symphony has operations in Japan, the United States, Singapore,…",,0,0
AWS Data Engineers,Tata Consultancy Services,"Bangalore, Karnataka",IT Jobs,,2025-12-22 12:07:50+00:00,,"Greetings From TCS! AWS Senior Data Engineers 7 to 10 years Hyderabad, Bangalore, Chennai, Kolkata/Pune/Gurgaon/Mumbai Interview Date: 23 December Follow me for more Job updates!",,0,0
Data Centre Network,algoleap,"Bangalore, Karnataka",IT Jobs,,2025-12-02 08:57:10+00:00,,"ata Center Network Profile Role Description The candidate will be responsible for understanding customer network requirements across multi-vendor environments and designing and/or implementing the target network infrastructure within hybrid and multi-cloud setups, with a primary focus on private cloud deployments. The infrastructure may include switches and routers from various vendors. This role requires close collaboration with cross-functional teams to ensure seamless integration of compute,…",,0,0
Big Data Developer,Tata Consultancy Services,"Chennai, Tamil Nadu",IT Jobs,,2025-12-01 11:56:21+00:00,,"Big Data Developer - 4 - 10 Years Must-Have Experience in Web development using React, NodeJs/NestJS Good-to-Have Knowledge in Mongo DB. Skills: HTML, CSS, JavaScript, React, NodeJs, UI/UX experience",,0,0
Big Data Developer,Tata Consultancy Services,"Hyderabad, Telangana",IT Jobs,,2025-12-01 11:59:40+00:00,,"Big Data Developer - 4 - 10 Years Must-Have Experience in Web development using React, NodeJs/NestJS Good-to-Have Knowledge in Mongo DB. Skills: HTML, CSS, JavaScript, React, NodeJs, UI/UX experience",,0,0
Distinguished Data Scientist,Intellismith,"Mumbai, Maharashtra",IT Jobs,,2025-12-21 08:16:16+00:00,,"About the client: The organization was founded in 1987 with a strong focus on customer-first values, ethical practices, and research-driven investing. Over the years, the organization has grown into a diversified financial services group with a team of 12,000 professionals. Today, it offers a wide range of services across wealth management, capital markets, asset management, investment banking, and financial advisory. Headquartered in Mumbai, the firm has a strong pan-India presence, serving mi…",,0,0
GCP Data engineer,Tata Consultancy Services,India,IT Jobs,,2025-12-14 10:25:22+00:00,,"Greetings from Tata Consulting Services TCS is Hiring for GCP Data engineer Experience : 5-10 years Location: Chennai/Bangalore/Mumbai/Pune Please find the JD below Required Technical Skill - GCP , Google cloud Platform, Pyspark",,0,0
Senior Data Engineer,LTIMindtree,"Kochi, Ernakulam",IT Jobs,,2025-11-27 09:43:00+00:00,,"Greetings from LTIMindtree! We are hiring for below positions and conducting only F2F-Inperson Drive in Kolkata(F2F) and Pune(F2F-Inperson) locations on 29th-Nov-2025(Saturday), and Virtual Drive for Kochi(Video Interview) for only Kochi based candidates on 29th-Nov-2025(Saturday). If interested to apply, please fill the below link with your details and share your updated resume at putta.madhavi@ltimindtree.com without fail. APPLY LINK: https://forms.office.com/r/ebVDHgg1gK Open Positions only …",,0,0
